date,team1,score1,team2,score2,forfeit,extra_innings
2026-10-12,Sullivan,,Windsor (Imperial),,False,False
2026-10-12,Owensville,,Wright City,,False,False
2026-10-13,Doniphan,,Chaffee,,False,False
2026-10-13,Harrisonville,,Clinton,,False,False
2026-10-13,Community,,Elsberry,,False,False
2026-10-13,Lutheran St. Charles with Veritas Christian Academy,,Hermann with New Haven,,False,False
2026-10-13,St. Charles West with St. Charles,,Incarnate Word Academy,,False,False
2026-10-13,St. Michael the Archangel,,Notre Dame de Sion,,False,False
2026-10-13,Scotland County,,Novinger,,False,False
2026-10-13,Warrensburg,,Oak Grove,,False,False
2026-10-13,Pleasant Hill,,Odessa,,False,False
2026-10-13,Putnam County,,Princeton with Mercer,,False,False
2026-10-13,Iberia,,Rolla,,False,False
2026-10-13,Valley Park,,St. Charles West with St. Charles,,False,False
2026-10-13,Oak Park,,Truman,,False,False
2026-10-13,Ft. Zumwalt East,,Warrenton,,False,False
2026-10-14,Parkway North with Principia,,Parkway Central,,False,False
