date,team1,score1,team2,score2,forfeit,extra_innings
2026-09-08,Raymore-Peculiar,,Belton,,False,False
2026-09-08,Savannah,,Benton,,False,False
2026-09-08,Linn County,,Bevier,,False,False
2026-09-08,Capital City,,Blair Oaks,,False,False
2026-09-08,Lee's Summit,,Blue Springs South,,False,False
2026-09-08,Osage,,Boonville,,False,False
2026-09-08,Madison,,Bucklin with Macon County,,False,False
2026-09-08,Eldon,,California,,False,False
2026-09-08,Maryville,,Cameron,,False,False
2026-09-08,McDonald County,,Cassville,,False,False
2026-09-08,Highland,,Centralia,,False,False
2026-09-08,Penney,,Chillicothe,,False,False
2026-09-08,Pleasant Hill,,Clinton,,False,False
2026-09-08,Tuscumbia,,Crocker,,False,False
2026-09-08,Richland,,Cuba,,False,False
2026-09-08,Stewartsville with Osborn,,DeKalb,,False,False
2026-09-08,Herculaneum with Crystal City,,DeSoto with Kingston,,False,False
2026-09-08,Laquey,,Dixon,,False,False
2026-09-08,St. Clair,,Doniphan,,False,False
2026-09-08,Poplar Bluff,,East Carter,,False,False
2026-09-08,Bowling Green,,Elsberry,,False,False
2026-09-08,Dadeville with Everton,,Fair Play,,False,False
2026-09-08,Fredericktown,,Farmington,,False,False
2026-09-08,New Bloomfield,,Fayette,,False,False
2026-09-08,Kirkwood,,Fox,,False,False
2026-09-08,Francis Howell,,Francis Howell Central,,False,False
2026-09-08,Ft. Zumwalt East,,Ft. Zumwalt South,,False,False
2026-09-08,Eugene,,Fulton,,False,False
2026-09-08,St. Elizabeth,,Gallatin,,False,False
2026-09-08,Webb City,,Glendale,,False,False
2026-09-08,Truman,,Grain Valley,,False,False
2026-09-08,Wheatland,,Hartville,,False,False
2026-09-08,Weaubleau,,Hermitage,,False,False
2026-09-08,Parkview,,Hillcrest,,False,False
2026-09-08,Festus,,Hillsboro,,False,False
2026-09-08,Knob Noster,,Holden,,False,False
2026-09-08,Winfield,,Holt,,False,False
2026-09-08,Webster Groves,,Incarnate Word Academy,,False,False
2026-09-08,Marquette,,Jackson,,False,False
2026-09-08,Iberia,,Jamestown,,False,False
2026-09-08,Northeast Nodaway,,Jefferson (Conception) with South Nodaway,,False,False
2026-09-08,North County,,Kelly,,False,False
2026-09-08,Joplin,,Kickapoo,,False,False
2026-09-08,North Harrison,,King City with Pattonsburg,,False,False
2026-09-08,Mexico,,Kirksville,,False,False
2026-09-08,Marion County,,Knox County,,False,False
2026-09-08,Brashear,,La Plata,,False,False
2026-09-08,Bayless,,Ladue Horton Watkins,,False,False
2026-09-08,Parkway West,,Lafayette (Wildwood),,False,False
2026-09-08,Carrollton,,Lafayette County,,False,False
2026-09-08,Neosho,,Lebanon,,False,False
2026-09-08,Lee's Summit West,,Lee's Summit North,,False,False
2026-09-08,Lathrop,,Lexington,,False,False
2026-09-08,Ft. Zumwalt West,,Liberty (Wentzville),,False,False
2026-09-08,Staley,,Liberty North,,False,False
2026-09-08,Winnetonka,,Lincoln College Prep,,False,False
2026-09-08,Mehlville,,Lindbergh,,False,False
2026-09-08,Fatima,,Linn,,False,False
2026-09-08,North Platte,,Lone Jack,,False,False
2026-09-08,Silex,,Louisiana,,False,False
2026-09-08,Putnam County,,Marceline,,False,False
2026-09-08,Milan,,Maysville,,False,False
2026-09-08,Gilman City with Tri-County,,"Mercer with Cainsville, Ridgeway",,False,False
2026-09-08,Smithville,,Mid-Buchanan,,False,False
2026-09-08,Hannibal,,Moberly,,False,False
2026-09-08,Seneca,,Monett,,False,False
2026-09-08,Clark County,,Monroe City,,False,False
2026-09-08,Mark Twain,,Montgomery County,,False,False
2026-09-08,Climax Springs,,Montrose with Appleton City,,False,False
2026-09-08,Notre Dame (Cape Girardeau),,Neelyville,,False,False
2026-09-08,East Carter,,Neelyville,,False,False
2026-09-08,Northeast (Cairo),,New Franklin,,False,False
2026-09-08,Willard,,Nixa,,False,False
2026-09-08,Higbee,,Norborne with Hardin-Central,,False,False
2026-09-08,Albany,,North Andrew,,False,False
2026-09-08,Wright City,,North Callaway,,False,False
2026-09-08,Park Hill South,,North Kansas City,,False,False
2026-09-08,Ft. Zumwalt North,,North Point,,False,False
2026-09-08,Marshfield,,Norwood,,False,False
2026-09-08,Summit Christian Academy,,Oak Grove,,False,False
2026-09-08,Liberty,,Oak Park,,False,False
2026-09-08,Excelsior Springs,,Odessa,,False,False
2026-09-08,Warrenton,,Orchard Farm,,False,False
2026-09-08,Carthage,,Ozark,,False,False
2026-09-08,North Shelby,,Paris,,False,False
2026-09-08,Central (St. Joseph),,Park Hill,,False,False
2026-09-08,Seckman,,Parkway Central,,False,False
2026-09-08,Notre Dame (St. Louis),,Pattonville,,False,False
2026-09-08,Community,,Pilot Grove,,False,False
2026-09-08,Grundy County with Newtown-Harris,,Polo,,False,False
2026-09-08,Maysville,,Putnam County,,False,False
2026-09-08,Fort Osage,,Raytown,,False,False
2026-09-08,Kearney,,Raytown South,,False,False
2026-09-08,Battle,,Rock Bridge,,False,False
2026-09-08,Grandview,,Ruskin,,False,False
2026-09-08,Vienna,,Russellville,,False,False
2026-09-08,Hallsville with Christian Fellowship Sr.,,Salisbury,,False,False
2026-09-08,Atlanta,,Scotland County,,False,False
2026-09-08,Halfway,,Sherwood,,False,False
2026-09-08,Perryville,,Sikeston,,False,False
2026-09-08,Van-Far with Community,,South Callaway,,False,False
2026-09-08,Clopton with Elsberry,,South Shelby,,False,False
2026-09-08,Hickman,,Southern Boone,,False,False
2026-09-08,Lutheran South,,St. Charles West with St. Charles,,False,False
2026-09-08,Owensville,,St. Clair,,False,False
2026-09-08,St. Joseph's Academy,,St. Dominic,,False,False
2026-09-08,Camdenton,,Van-Far,,False,False
2026-09-08,Sullivan,,St. James,,False,False
2026-09-08,Bishop LeBlond,,St. Pius X (Kansas City),,False,False
2026-09-08,East Buchanan,,St. Teresa's Academy,,False,False
2026-09-08,Worth County,,Vienna,,False,False
2026-09-08,Climax Springs,,Westran,,False,False
2026-09-08,Slater,,Worth County,,False,False
2026-09-08,Brookfield,,Trenton,,False,False
2026-09-08,Francis Howell North,,Troy Buchanan,,False,False
2026-09-08,Pacific,,Union,,False,False
2026-09-08,Hancock,,Valley Park,,False,False
2026-09-08,Humansville,,Walnut Grove,,False,False
2026-09-08,Harrisonville,,Warrensburg,,False,False
2026-09-08,Timberland,,Washington,,False,False
2026-09-08,Republic,,Waynesville,,False,False
2026-09-08,Rockwood Summit,,Westminster Christian Academy,,False,False
2026-09-08,Canton,,Westran,,False,False
2026-09-08,Platte County,,William Chrisman,,False,False
2026-09-08,Jefferson (Festus),,Windsor (Imperial),,False,False
2026-09-09,Clayton,,Bayless,,False,False
2026-09-09,Harrisonville,,Belton,,False,False
2026-09-09,North Andrew,,Bishop LeBlond,,False,False
2026-09-09,Hallsville with Christian Fellowship Sr.,,Blair Oaks,,False,False
2026-09-09,Dixon,,Camdenton,,False,False
2026-09-09,Bowling Green,,Canton,,False,False
2026-09-09,Jefferson (Festus),,Chaffee,,False,False
2026-09-09,Oakville,,Cor Jesu Academy,,False,False
2026-09-09,Smith-Cotton,,Fort Osage,,False,False
2026-09-09,Holt,,Francis Howell North,,False,False
2026-09-09,Ritenour,,Ft. Zumwalt North,,False,False
2026-09-09,Marshall,,Fulton,,False,False
2026-09-09,Harrisburg,,Glasgow,,False,False
2026-09-09,Bolivar,,Glendale,,False,False
2026-09-09,Laquey,,Halfway,,False,False
2026-09-09,Central (Cape Girardeau),,Jackson,,False,False
2026-09-09,Russellville,,Jamestown,,False,False
2026-09-09,Helias Catholic,,Jefferson City,,False,False
2026-09-09,Carl Junction,,Joplin,,False,False
2026-09-09,Webster Groves,,Kirkwood,,False,False
2026-09-09,Lindbergh,,Lafayette (Wildwood),,False,False
2026-09-09,Dixon,,Laquey,,False,False
2026-09-09,Maryville,,Lawson,,False,False
2026-09-09,Oak Park,,Lee's Summit North,,False,False
2026-09-09,Benton,,Lincoln College Prep,,False,False
2026-09-09,Parkway South,,Lindbergh,,False,False
2026-09-09,Ladue Horton Watkins,,Lutheran St. Charles with Veritas Christian Academy,,False,False
2026-09-09,Southern Boone,,Macon,,False,False
2026-09-09,Mark Twain,,Marion County,,False,False
2026-09-09,Affton,,McCluer North,,False,False
2026-09-09,Hancock,,Mehlville,,False,False
2026-09-09,Centralia,,Moberly,,False,False
2026-09-09,Herculaneum with Crystal City,,North County,,False,False
2026-09-09,Stewartsville with Osborn,,North Platte,,False,False
2026-09-09,Westran,,North Shelby,,False,False
2026-09-09,Parkway Central,,Northwest (Cedar Hill),,False,False
2026-09-09,Farmington,,Notre Dame (Cape Girardeau),,False,False
2026-09-09,Excelsior Springs,,Oak Grove,,False,False
2026-09-09,Park Hill,,Park Hill South,,False,False
2026-09-09,Savannah,,Platte County,,False,False
2026-09-09,East Buchanan,,Polo,,False,False
2026-09-09,Trenton,,Princeton with Mercer,,False,False
2026-09-09,Lone Jack,,Richmond,,False,False
2026-09-09,Battle,,Rolla,,False,False
2026-09-09,Sikeston,,Saxony Lutheran with St. Vincent,,False,False
2026-09-09,Clark County,,Schuyler County,,False,False
2026-09-09,North Kansas City,,St. Pius X (Kansas City),,False,False
2026-09-09,Raymore-Peculiar,,Staley,,False,False
2026-09-09,Pleasant Hill,,Truman,,False,False
2026-09-09,St. Pius X (Festus),,Valley Park,,False,False
2026-09-09,Paris,,Van-Far with Community,,False,False
2026-09-09,Troy Buchanan,,Washington,,False,False
2026-09-09,Louisiana,,Wellsville-Middletown,,False,False
2026-09-09,Parkway West,,Westminster Christian Academy,,False,False
2026-09-09,Westran,,Wheatland,,False,False
2026-09-09,Warrensburg,,Winnetonka,,False,False
2026-09-10,Clayton,,Affton,,False,False
2026-09-10,William Chrisman,,Belton,,False,False
2026-09-10,St. Pius X (Kansas City),,Benton,,False,False
2026-09-10,Eldon,,Blair Oaks,,False,False
2026-09-10,Lee's Summit,,Blue Springs,,False,False
2026-09-10,Mark Twain,,Bowling Green,,False,False
2026-09-10,Kickapoo,,Carthage,,False,False
2026-09-10,Excelsior Springs,,Chillicothe,,False,False
2026-09-10,Crocker,,Climax Springs,,False,False
2026-09-10,Elsberry,,Clopton with Elsberry,,False,False
2026-09-10,Silex,,Community,,False,False
2026-09-10,Jefferson (Conception) with South Nodaway,,DeKalb,,False,False
2026-09-10,Vienna,,Dixon,,False,False
2026-09-10,Kelly,,Doniphan,,False,False
2026-09-10,Penney,,East Buchanan,,False,False
2026-09-10,Jackson,,East Carter,,False,False
2026-09-10,Rockwood Summit,,Eureka,,False,False
2026-09-10,Oakville,,Fox,,False,False
2026-09-10,Troy Buchanan,,Francis Howell,,False,False
2026-09-10,DeSoto with Kingston,,Fredericktown,,False,False
2026-09-10,Ft. Zumwalt East,,Ft. Zumwalt North,,False,False
2026-09-10,Pilot Grove,,Glasgow,,False,False
2026-09-10,Raytown,,Grandview,,False,False
2026-09-10,Bevier,,Green City,,False,False
2026-09-10,Gilman City with Tri-County,,Grundy County with Newtown-Harris,,False,False
2026-09-10,Eugene,,Harrisburg,,False,False
2026-09-10,Orchard Farm,,Hazelwood West,,False,False
2026-09-10,St. Clair,,Hermann with New Haven,,False,False
2026-09-10,Madison,,Higbee,,False,False
2026-09-10,Wheatland,,Humansville,,False,False
2026-09-10,Herculaneum with Crystal City,,Jefferson (Festus),,False,False
2026-09-10,Fatima,,Jefferson City,,False,False
2026-09-10,Lebanon,,Joplin,,False,False
2026-09-10,Fort Osage,,Kearney,,False,False
2026-09-10,Albany,,King City with Pattonsburg,,False,False
2026-09-10,Mehlville,,Kirkwood,,False,False
2026-09-10,Carrollton,,Knob Noster,,False,False
2026-09-10,New Franklin,,La Plata,,False,False
2026-09-10,Lindbergh,,Lafayette (Wildwood),,False,False
2026-09-10,Blue Springs South,,Lee's Summit West,,False,False
2026-09-10,Holden,,Lexington,,False,False
2026-09-10,Francis Howell Central,,Liberty (Wentzville),,False,False
2026-09-10,Russellville,,Linn,,False,False
2026-09-10,Bucklin with Macon County,,Linn County,,False,False
2026-09-10,Branson,,Logan-Rogersville,,False,False
2026-09-10,Ruskin,,Lone Jack,,False,False
2026-09-10,Van-Far with Community,,Louisiana,,False,False
2026-09-10,Richland,,Macks Creek,,False,False
2026-09-10,Parkway Central,,Marquette,,False,False
2026-09-10,Marceline,,Maysville,,False,False
2026-09-10,STEAM Academy,,McCluer North,,False,False
2026-09-10,Seneca,,McDonald County,,False,False
2026-09-10,Brashear,,Meadville,,False,False
2026-09-10,Hannibal,,Mexico,,False,False
2026-09-10,Gallatin,,Milan,,False,False
2026-09-10,Macon,,Moberly,,False,False
2026-09-10,Aurora,,Monett,,False,False
2026-09-10,Palmyra,,Monroe City,,False,False
2026-09-10,Central (Cape Girardeau),,Naylor,,False,False
2026-09-10,St. Clair,,Neelyville,,False,False
2026-09-10,Ozark,,Neosho,,False,False
2026-09-10,Cassville,,Nevada,,False,False
2026-09-10,Slater,,Norborne with Hardin-Central,,False,False
2026-09-10,Worth County,,North Harrison,,False,False
2026-09-10,Lawson,,North Platte,,False,False
2026-09-10,Washington,,North Point,,False,False
2026-09-10,Canton,,North Shelby,,False,False
2026-09-10,Atlanta,,Northeast (Cairo),,False,False
2026-09-10,Hartville,,Norwood,,False,False
2026-09-10,Schuyler County,,Novinger,,False,False
2026-09-10,Oak Grove,,Odessa,,False,False
2026-09-10,South Callaway,,Osage,,False,False
2026-09-10,Pacific,,Owensville,,False,False
2026-09-10,Knox County,,Paris,,False,False
2026-09-10,Fair Play,,Parkview,,False,False
2026-09-10,Parkway North with Principia,,Pattonville,,False,False
2026-09-10,Hillsboro,,Perryville,,False,False
2026-09-10,Truman,,Platte County,,False,False
2026-09-10,Lathrop,,Plattsburg,,False,False
2026-09-10,Vienna,,Princeton with Mercer,,False,False
2026-09-10,Trenton,,Putnam County,,False,False
2026-09-10,Nixa,,Republic,,False,False
2026-09-10,Lafayette County,,Richmond,,False,False
2026-09-10,University City,,Ritenour,,False,False
2026-09-10,Boonville,,Salisbury,,False,False
2026-09-10,Cameron,,Savannah,,False,False
2026-09-10,Chaffee,,Saxony Lutheran with St. Vincent,,False,False
2026-09-10,Westran,,Scotland County,,False,False
2026-09-10,Parkway West,,Seckman,,False,False
2026-09-10,Montrose with Appleton City,,Sherwood,,False,False
2026-09-10,Brookfield,,St. Elizabeth,,False,False
2026-09-10,Marion County,,South Shelby,,False,False
2026-09-10,Holt,,St. Charles West with St. Charles,,False,False
2026-09-10,Lutheran St. Charles with Veritas Christian Academy,,St. Joseph's Academy,,False,False
2026-09-10,Maplewood-Richmond Hts. with Brentwood,,St. Joseph's Academy,,False,False
2026-09-10,New Bloomfield,,Worth County,,False,False
2026-09-10,Cuba,,Sullivan,,False,False
2026-09-10,Notre Dame de Sion,,Summit Christian Academy,,False,False
2026-09-10,Ft. Zumwalt South,,Timberland,,False,False
2026-09-10,Newburg,,Tuscumbia,,False,False
2026-09-10,St. James,,Union,,False,False
2026-09-10,Incarnate Word Academy,,Ursuline Academy,,False,False
2026-09-10,Winfield,,Warrenton,,False,False
2026-09-10,Waynesville,,Webb City,,False,False
2026-09-10,Oakville,,Webster Groves,,False,False
2026-09-10,North Callaway,,Wellsville-Middletown,,False,False
2026-09-10,Mid-Buchanan,,West Platte,,False,False
2026-09-10,Glendale,,Willard,,False,False
2026-09-10,Lutheran South,,Windsor (Imperial),,False,False
2026-09-10,Central (St. Joseph),,Winnetonka,,False,False
2026-09-10,Montgomery County,,Wright City,,False,False
2026-09-11,Staley,,Bolivar,,False,False
2026-09-11,McDonald County,,Carl Junction,,False,False
2026-09-11,Neosho,,Carthage,,False,False
2026-09-11,Republic,,Carthage,,False,False
2026-09-11,East Carter,,Chaffee,,False,False
2026-09-11,Parkview,,Climax Springs,,False,False
2026-09-11,Sherwood,,Clinton,,False,False
2026-09-11,Fox,,Cor Jesu Academy,,False,False
2026-09-11,Marshall,,Elsberry,,False,False
2026-09-11,Eldon,,Elsberry,,False,False
2026-09-11,Wheatland,,Fair Play,,False,False
2026-09-11,Francis Howell North,,Festus,,False,False
2026-09-11,Union,,Festus,,False,False
2026-09-11,Parkway West,,Francis Howell,,False,False
2026-09-11,Orchard Farm,,Ft. Zumwalt East,,False,False
2026-09-11,Kickapoo,,Ft. Zumwalt West,,False,False
2026-09-11,Salisbury,,Glasgow,,False,False
2026-09-11,Kearney,,Grain Valley,,False,False
2026-09-11,Neosho,,Grain Valley,,False,False
2026-09-11,Republic,,Grain Valley,,False,False
2026-09-11,Grundy County with Newtown-Harris,,Green City,,False,False
2026-09-11,Owensville,,Harrisonville,,False,False
2026-09-11,Lafayette County,,Harrisonville,,False,False
2026-09-11,Fatima,,Hickman,,False,False
2026-09-11,Lafayette (Wildwood),,Jackson,,False,False
2026-09-11,Republic,,Kearney,,False,False
2026-09-11,Nixa,,Kearney,,False,False
2026-09-11,Lee's Summit West,,Kickapoo,,False,False
2026-09-11,Truman,,Kickapoo,,False,False
2026-09-11,Capital City,,Kirkwood,,False,False
2026-09-11,Van-Far,,Kirkwood,,False,False
2026-09-11,St. Michael the Archangel,,Lafayette County,,False,False
2026-09-11,Capital City,,Lee's Summit,,False,False
2026-09-11,Ozark,,Lee's Summit West,,False,False
2026-09-11,Incarnate Word Academy,,Liberty (Wentzville),,False,False
2026-09-11,Seneca,,Logan-Rogersville,,False,False
2026-09-11,Lutheran South,,Lutheran St. Charles with Veritas Christian Academy,,False,False
2026-09-11,Hermitage,,Macks Creek,,False,False
2026-09-11,Timberland,,Marquette,,False,False
2026-09-11,Nixa,,Neosho,,False,False
2026-09-11,DeSoto with Kingston,,North County,,False,False
2026-09-11,St. Joseph's Academy,,Northwest (Cedar Hill),,False,False
2026-09-11,Bevier,,Novinger,,False,False
2026-09-11,St. Michael the Archangel,,Owensville,,False,False
2026-09-11,Truman,,Ozark,,False,False
2026-09-11,Smithville,,Ozark,,False,False
2026-09-11,Smith-Cotton,,Park Hill,,False,False
2026-09-11,Van-Far,,Park Hill,,False,False
2026-09-11,Jamestown,,Pilot Grove,,False,False
2026-09-11,Smith-Cotton,,Poplar Bluff,,False,False
2026-09-11,Lincoln College Prep,,Raytown South,,False,False
2026-09-11,Tuscumbia,,Richland,,False,False
2026-09-11,Oakville,,Rockwood Summit,,False,False
2026-09-11,Lebanon,,Rolla,,False,False
2026-09-11,Ft. Zumwalt North,,St. Charles West with St. Charles,,False,False
2026-09-11,Bayless,,St. Clair,,False,False
2026-09-11,Staley,,St. Joseph's Academy,,False,False
2026-09-11,Dixon,,St. James,,False,False
2026-09-11,St. Joseph's Academy,,St. Pius X (Festus),,False,False
2026-09-11,Newburg,,Westran,,False,False
2026-09-11,Rock Bridge,,Troy Buchanan,,False,False
2026-09-11,Ursuline Academy,,Valley Park,,False,False
2026-09-11,Sherwood,,Warrensburg,,False,False
2026-09-11,Wright City,,Warrenton,,False,False
2026-09-11,Montrose with Appleton City,,Weaubleau,,False,False
2026-09-12,Francis Howell Central,,Blue Springs,,False,False
2026-09-12,St. Joseph's Academy,,Bolivar,,False,False
2026-09-12,Sherwood,,Boonville,,False,False
2026-09-12,Elsberry,,Camdenton,,False,False
2026-09-12,Ozark,,Carthage,,False,False
2026-09-12,Westminster Christian Academy,,Elsberry,,False,False
2026-09-12,Festus,,Eureka,,False,False
2026-09-12,Ozark,,Ft. Zumwalt West,,False,False
2026-09-12,Worth County,,Gilman City with Tri-County,,False,False
2026-09-12,King City with Pattonsburg,,Gilman City with Tri-County,,False,False
2026-09-12,Paris,,Hannibal,,False,False
2026-09-12,St. Michael the Archangel,,Harrisonville,,False,False
2026-09-12,Vienna,,Hartville,,False,False
2026-09-12,Blue Springs,,Helias Catholic,,False,False
2026-09-12,La Plata,,Highland,,False,False
2026-09-12,Dixon,,Humansville,,False,False
2026-09-12,Rock Bridge,,Jackson,,False,False
2026-09-12,Lafayette (Wildwood),,Jackson,,False,False
2026-09-12,Neosho,,Kearney,,False,False
2026-09-12,Kearney,,Kickapoo,,False,False
2026-09-12,Neosho,,Kickapoo,,False,False
2026-09-12,Troy Buchanan,,Lafayette (Wildwood),,False,False
2026-09-12,Rock Bridge,,Lafayette (Wildwood),,False,False
2026-09-12,Van-Far,,Lee's Summit,,False,False
2026-09-12,Republic,,Lee's Summit West,,False,False
2026-09-12,Staley,,Northwest (Cedar Hill),,False,False
2026-09-12,Hartville,,Osage,,False,False
2026-09-12,New Bloomfield,,Paris,,False,False
2026-09-12,Capital City,,Park Hill,,False,False
2026-09-12,Highland,,Schuyler County,,False,False
2026-09-12,Staley,,Smith-Cotton,,False,False
2026-09-12,St. Joseph's Academy,,Smith-Cotton,,False,False
2026-09-12,Smith-Cotton,,Southern Boone,,False,False
2026-09-12,Capital City,,Van-Far,,False,False
2026-09-12,Jackson,,Troy Buchanan,,False,False
2026-09-12,Republic,,Truman,,False,False
2026-09-12,Hartville,,Waynesville,,False,False
2026-09-12,Dixon,,Weaubleau,,False,False
2026-09-12,Kirkwood,,Webster Groves,,False,False
2026-09-12,Ritenour,,Webster Groves,,False,False
2026-09-14,Logan-Rogersville,,Aurora,,False,False
2026-09-14,Camdenton,,Battle,,False,False
2026-09-14,Lathrop,,Benton,,False,False
2026-09-14,Paris,,Bevier,,False,False
2026-09-14,Southern Boone,,Boonville,,False,False
2026-09-14,Mid-Buchanan,,Cameron,,False,False
2026-09-14,Cassville,,Carthage,,False,False
2026-09-14,Lee's Summit North,,Central (St. Joseph),,False,False
2026-09-14,Van-Far,,Centralia,,False,False
2026-09-14,Ladue Horton Watkins,,Clayton,,False,False
2026-09-14,Northeast (Cairo),,Community,,False,False
2026-09-14,Macks Creek,,Crocker,,False,False
2026-09-14,Lutheran South,,DeSoto with Kingston,,False,False
2026-09-14,Bishop LeBlond,,Excelsior Springs,,False,False
2026-09-14,Oakville,,Farmington,,False,False
2026-09-14,Hickman,,Father Tolton with Calvary Lutheran,,False,False
2026-09-14,St. Joseph's Academy,,Fatima,,False,False
2026-09-14,Linn,,Fayette,,False,False
2026-09-14,Blair Oaks,,Fulton,,False,False
2026-09-14,North Harrison,,Gilman City with Tri-County,,False,False
2026-09-14,Hillcrest,,Glendale,,False,False
2026-09-14,Platte County,,Grain Valley,,False,False
2026-09-14,Raytown South,,Grandview,,False,False
2026-09-14,Bowling Green,,Hannibal,,False,False
2026-09-14,Incarnate Word Academy,,Hazelwood West,,False,False
2026-09-14,Louisiana,,Highland,,False,False
2026-09-14,Nevada,,Holden,,False,False
2026-09-14,Montrose with Appleton City,,Humansville,,False,False
2026-09-14,Eugene,,Iberia,,False,False
2026-09-14,East Buchanan,,King City with Pattonsburg,,False,False
2026-09-14,Macon,,Kirksville,,False,False
2026-09-14,South Shelby,,La Plata,,False,False
2026-09-14,Norwood,,Laquey,,False,False
2026-09-14,Carrollton,,Lawson,,False,False
2026-09-14,Lee's Summit West,,Lee's Summit,,False,False
2026-09-14,Timberland,,Liberty (Wentzville),,False,False
2026-09-14,Blue Springs,,Liberty North,,False,False
2026-09-14,Seckman,,Lindbergh,,False,False
2026-09-14,Green City,,Linn County,,False,False
2026-09-14,Wellsville-Middletown,,Marion County,,False,False
2026-09-14,Hermann with New Haven,,Mark Twain,,False,False
2026-09-14,Jefferson (Conception) with South Nodaway,,Maryville,,False,False
2026-09-14,Ozark,,McDonald County,,False,False
2026-09-14,Norborne with Hardin-Central,,Meadville,,False,False
2026-09-14,Bolivar,,Monett,,False,False
2026-09-14,South Callaway,,New Bloomfield,,False,False
2026-09-14,"Brunswick with Keytesville, Northwestern (Mendon)",,New Franklin,,False,False
2026-09-14,Tuscumbia,,Newburg,,False,False
2026-09-14,Chaffee,,North County,,False,False
2026-09-14,Oak Park,,North Kansas City,,False,False
2026-09-14,North Andrew,,Northeast Nodaway,,False,False
2026-09-14,Lafayette (Wildwood),,Northwest (Cedar Hill),,False,False
2026-09-14,Doniphan,,Notre Dame (Cape Girardeau),,False,False
2026-09-14,Ft. Zumwalt South,,Orchard Farm,,False,False
2026-09-14,Moberly,,Palmyra,,False,False
2026-09-14,Liberty,,Park Hill,,False,False
2026-09-14,Raymore-Peculiar,,Park Hill South,,False,False
2026-09-14,Wheatland,,Parkview,,False,False
2026-09-14,Parkway Central,,Parkway North with Principia,,False,False
2026-09-14,Marquette,,Parkway West,,False,False
2026-09-14,Bayless,,Pattonville,,False,False
2026-09-14,Kelly,,Perryville,,False,False
2026-09-14,St. Elizabeth,,Plattsburg,,False,False
2026-09-14,Sherwood,,Pleasant Hill,,False,False
2026-09-14,"Mercer with Cainsville, Ridgeway",,Princeton with Mercer,,False,False
2026-09-14,Scotland County,,Putnam County,,False,False
2026-09-14,Halfway,,Richland,,False,False
2026-09-14,St. Joseph's Academy,,Ritenour,,False,False
2026-09-14,Capital City,,Rock Bridge,,False,False
2026-09-14,Parkway South,,Rockwood Summit,,False,False
2026-09-14,Harrisburg,,Russellville,,False,False
2026-09-14,Atlanta,,Schuyler County,,False,False
2026-09-14,Carl Junction,,Seneca,,False,False
2026-09-14,Helias Catholic,,Smith-Cotton,,False,False
2026-09-14,Jefferson (Festus),,St. Clair,,False,False
2026-09-14,Cuba,,St. James,,False,False
2026-09-14,Lutheran St. Charles with Veritas Christian Academy,,St. Pius X (Festus),,False,False
2026-09-14,Blue Springs South,,Staley,,False,False
2026-09-14,North Platte,,Vienna,,False,False
2026-09-14,Osage,,Westran,,False,False
2026-09-14,Troy Buchanan,,Sullivan,,False,False
2026-09-14,Penney,,Trenton,,False,False
2026-09-14,Belton,,Truman,,False,False
2026-09-14,Sikeston,,St. Clair,,False,False
2026-09-14,Washington,,Union,,False,False
2026-09-14,Monroe City,,Van-Far with Community,,False,False
2026-09-14,Summit Christian Academy,,Warrensburg,,False,False
2026-09-14,St. Dominic,,Warrenton,,False,False
2026-09-14,Dixon,,Waynesville,,False,False
2026-09-14,Ursuline Academy,,Webster Groves,,False,False
2026-09-14,Worth County,,Westran,,False,False
2026-09-14,Raytown,,William Chrisman,,False,False
2026-09-14,Smithville,,Winnetonka,,False,False
2026-09-14,St. Charles West with St. Charles,,Wright City,,False,False
2026-09-15,Meadville,,Atlanta,,False,False
2026-09-15,McDonald County,,Aurora,,False,False
2026-09-15,Hickman,,Battle,,False,False
2026-09-15,Grain Valley,,Belton,,False,False
2026-09-15,Lawson,,Benton,,False,False
2026-09-15,Putnam County,,Brookfield,,False,False
2026-09-15,South Callaway,,California,,False,False
2026-09-15,Branson,,Carl Junction,,False,False
2026-09-15,Richmond,,Carrollton,,False,False
2026-09-15,Park Hill South,,Central (St. Joseph),,False,False
2026-09-15,Mexico,,Centralia,,False,False
2026-09-15,St. Clair,,Chaffee,,False,False
2026-09-15,Cameron,,Chillicothe,,False,False
2026-09-15,Richland,,Climax Springs,,False,False
2026-09-15,Oak Grove,,Clinton,,False,False
2026-09-15,Westminster Christian Academy,,Cor Jesu Academy,,False,False
2026-09-15,Jefferson (Festus),,Cuba,,False,False
2026-09-15,Stewartsville with Osborn,,East Buchanan,,False,False
2026-09-15,Doniphan,,East Carter,,False,False
2026-09-15,Van-Far with Community,,Elsberry,,False,False
2026-09-15,Eldon,,Eugene,,False,False
2026-09-15,Hermitage,,Fair Play,,False,False
2026-09-15,Hillsboro,,Farmington,,False,False
2026-09-15,Linn,,Father Tolton with Calvary Lutheran,,False,False
2026-09-15,Van-Far,,Fatima,,False,False
2026-09-15,New Franklin,,Fayette,,False,False
2026-09-15,DeSoto with Kingston,,Festus,,False,False
2026-09-15,Ft. Zumwalt West,,Francis Howell Central,,False,False
2026-09-15,Francis Howell,,Francis Howell North,,False,False
2026-09-15,Timberland,,Ft. Zumwalt East,,False,False
2026-09-15,North Point,,Ft. Zumwalt South,,False,False
2026-09-15,Marceline,,Gallatin,,False,False
2026-09-15,Carthage,,Glendale,,False,False
